koi_period,koi_impact
10.12956201,0.544
15.6112238,0.468
42.5217006,0.495
0.566805887,0.762
6.69958851,0
14.17097278,0.579
1.332562831,1.241
2.39161966,0.299
5.68879083,0.39
2.31941571,0.429
19.7830259,0.015
10.43114677,1.225
7.0106324,0.683
3.10762684,0.7
1.980356674,0.713
12.8344771,0.956
175.329014,1.231
21.61313362,0.714
2.7881793,0.058
4.13827684,0.499
2.61846258,0.013
29.72722,0.744
18.01019956,0.966
10.61368712,0.024
7.53887442,0.727
0.53633519,0.489
27.9430245,0.052
8.07394097,0.928
4.53702121,0.706
0.977311489,0.01
39.859505,0.398
23.6731242,0.21
7.170710381,0.188
4.699652821,0.135
4.761705895,0.384
2.024143568,0.513
1.371288853,0.953
11.87290814,0.904
1.638652525,0.365
9.06687613,0.928
4.0223109,0.741
6.9131732,0.264
7.32851947,0.983
18.6052046,0.093
1.332562787,1.24
0.896382269,0.332
39.4420781,0.42
10.27532513,0.315
11.50528603,0.461
26.62941953,0.015
296.6375817,0.429
41.8085031,0.011
2.98786272,0.621
39.30944096,0.028
29.88487723,0.658
12.92489803,0.768
11.45541896,0.116
0.575884418,1.258
0.562555067,0.527
44.433726,0.624
0.993703494,0.436
6.33125228,0.094
24.2204192,0.032
30.9597053,1.191
6.41491277,0.869
93.881556,0.008
3.91679553,0.007
43.1024434,0.011
2.683395376,0.763
31.51779463,0.561
8.12999858,0.896
66.46746217,0.116
2.586639524,0.349
2.671942657,0.982
28.51117639,0.77
14.38682567,0.021
8.85686712,0.923
12.99065074,0.068
331.5972732,0.02
11.20058855,0.956
1.50179931,0.256
17.83367834,0.013
19.55662003,0.606
82.6595174,0.579
2.03387483,0.238
5.07538255,0.919
23.9553986,0.669
24.3367026,0.577
7.40985182,0.234
1.02425556,1.312
4.63958598,0.014
34.4359387,0.017
5.317440164,0.72
10.10575764,0.828
28.86236571,0.778
210.6013843,0.002
75.731195,0.9
59.7371443,0.005
3.388887193,0.387
27.08239734,0.915
152.1060435,0.878
30.6528935,0.682
0.512869432,1.263
5.19492747,0.093
15.9314412,0.604
1.33251589,0.53
28.227413,0.025
0.545544979,0.604
419.9750784,0.68
4.76559056,0.14
2.98618134,0.249
25.9200092,0.054
6.17817366,0.775
2.04516705,0.74
7.25101997,0.314
5.65178922,0.906
19.96367208,0.846
57.3840375,0.954
1.541676547,0.362
6.397185875,0.755
2.976020742,0.721
15.95995611,0.526
7.37867551,0.513
4.903321801,0.016
1.82708193,0.033
22.84524104,0.617
2.5738437,0.044
18.3980827,0.587
11.62904159,0.925
13.6550963,0.235
27.50871575,0.577
20.0708757,0.643
98.353149,0.906
10.18318233,0.449
6.2321233,0.32
8.2942929,0.006
1.540411479,0.781
25.75274977,0.516
10.16102353,0.716
12.82993461,0.594
49.41121127,0.885
36.8567758,0.05
35.080928,0.712
10.39986173,0.757
0.828206212,0.615
24.31574009,0.653
199.443024,0.932
39.6766071,0.639
4.454194254,0.479
809.0141881,0.717
21.0871953,0.065
1.575631524,1.065
6.09855603,0.21
203.250506,0.336
16.54295261,0.329
11.0234748,0.724
34.18884323,0.065
4.30165843,0.547
7.650243513,0.014
2.47240869,0.319
4.592393816,0.02
11.53029332,0.027
5.859935955,0.049
2.104721971,0.001
10.63624422,0.978
7.9069765,0.038
6.412512953,0.553
2.019997006,0.502
3.763041531,0.76
6.521209629,0.514
6.996926239,0.022
13.9509565,0.467
5.428344915,0.911
16.30141333,0.786
24.61480613,0.435
42.949522,0.013
117.033521,0.188
386.39833,0.287
1.55400389,0.016
34.25951418,0.008
23.8761144,0.014
4.99270186,1.232
4.79860021,0.594
9.57665962,0.043
96.6781852,0.336
20.55280311,0.568
2.023123903,0.026
10.94026745,0.595
19.5352551,0.702
3.687469832,0.919
151.863949,0.016
5.945043548,0.763
65.7045275,0.663
17.73842886,0.845
9.93962361,0.934
6.8731664,0.055
8.600099313,0.048
12.37646897,0.468
9.340538,0.074
330.071558,0.681
18.87022157,0.013
19.5776073,0.049
17.20522898,0.012
17.90766147,0.978
22.18332255,0.024
354.78194,1.17
7.65880048,0.017
9.3789167,0.671
4.221626193,0.847
16.54967098,0.88
2.154911236,0.113
11.505879,0.029
3.52467888,0.976
6.400157105,0.898
2.437029217,0.014
9.9267215,0.625
21.22349325,0.794
367.07446,0.093
6.47027706,0.732
3.722158895,0.644
46.9026431,0.645
5.263415218,0.853
4.030466786,0.033
9.27989,0.579
328.240201,0.75
22.26480657,0.75
2.217038096,0.754
8.874603,0.1897
4.393157678,0.102
251.7512,0.943
16.14567193,0.75
1071.232624,0.216
2.735900074,0.189
5.852968845,0.316
81.1701587,0.875
2.820190603,0.614
21.21712312,0.89
200,0.537
15.77980122,0.025
14.03490255,0.66
10.35586478,0.178
22.34296483,0.031
11.38840217,0.243
20.5498184,0.649
934.0941846,0.4948
199.8392053,0.811
17.4217322,0.415
15.84132627,0.891
5.931196562,0.886
0.837491225,0.022
7.40611676,0.077
21.803708,0.568
4.66229074,1.197
29.9111886,0.041
2.908453928,1.195
25.69581456,0.68
25.70280003,1.27
13.64617478,0.115
3.213668926,0.021
8.13121389,0.622
41.8854433,0.917
13.81733587,0.967
52.8148051,0.002
8.30783912,0.019
49.5740154,0.472
34.0963441,0.386
6.45442931,0.749
3.595769013,0.496
52.6615266,0.682
1.902208647,0.116
20.605501,0.705
15.90688891,0.014
4.973455252,0.817
30.5528972,1.216
4.804469031,0.979
1.616883373,0.856
9.5539134,0.142
13.19322809,0.005
10.31174786,0.747
4.42535097,0.177
4.302139338,0.652
3.137845914,0.454
6.77067637,0.127
3.74782314,1.202
1.09173174,0.334
20.68420772,0.488
50.6985408,0.137
2.9926465,0.319
0.589376952,0.491
39.7529915,0.046
9.99760285,0.851
90.4117992,0.849
13.54057461,0.18
1.732346403,0.184
1.74610057,0.032
7.0257409,0.812
16.21774917,0.336
11.72291212,0.012
8.661374,0.6469
9.66857386,0.8
7.053527145,0.172
9.521644639,0.023
3.072146607,0.032
4.645382149,0.154
9.82578495,0.888
25.30291816,0.04
21.30020491,0.075
289.864067,0.856
10.29767658,1.194
51.0674355,0.482
199.9976349,0.537
1.682695938,0.025
17.30795548,0
10.42367744,0.005
2.09227115,0.271
45.29422297,0.025
260.2071733,0.537
16.70920628,0.855
28.55158187,0.623
4.045057186,1.292
10.13958818,0.078
43.5859419,0.011
0.986785834,0.026
24.7962801,0.01
5.91037674,0.123
27.4536146,0.765
8.22241355,0.246
0.635587392,1.151
13.02363236,0.032
11.6370303,0.066
6.93650854,0.331
5.68798675,0.663
3.055171082,1.204
5.40426917,0.229
11.67894236,0.94
1.208462378,0.831
12.91385906,0.845
54.31996151,0.497
252.0792347,1.283
27.04627886,0.962
3.723560726,0.954
3.705991661,0.623
5.188671659,0.884
2.236100588,1.427
40.606895,0.494
13.76710058,0.806
2.2165905,0.703
6.1954595,0.647
3.25058201,0.684
8.34819209,0.799
2.399069173,0.649
3.65849707,0.906
91.172033,0.005
3.701765401,0.713
86.4943704,0.741
5.17968868,1.203
51.84688984,0.681
4.180048081,0.047
68.832195,0.633
1.729367077,0.278
5.26640614,0.869
44.18938922,1.03
29.00789166,0.761
47.878243,1.076
2.433703498,0.952
13.69942266,0.03
4.309381978,0.034
4.9213639,0.026
87.0912594,0.845
1.583160478,0.897
7.9788198,0.05
18.49234792,0.034
7.930583519,0.559
7.07136119,0.658
9.50150926,1.237
15.65563866,0.304
10.52286678,1.12
9.17858526,0.582
4.33144839,0.291
23.67513153,0.822
29.19899219,0.043
160.0191598,0.852
7.05185637,0.537
10.85409593,0.422
55.3291399,0.209
17.17732821,0.267
7.064252021,0.752
53.71798494,0.93
43.501748,0.909
19.44639139,0.813
6.91986988,0.819
105.8817667,0.539
16.6658994,0.429
4.16696628,0.022
0.535224793,0.017
11.46347165,0.103
39.6034,0.166
2.940304817,0.825
5.378868001,0.758
15.28467725,0.774
73.506021,0.473
21.05349939,0.008
127.905412,0.47
6.21716039,0.333
21.05647572,0.938
31.80514278,1.289
4.57797412,0.343
37.60936976,0.671
49.26678528,8.364
3.613757526,0.812
7.381980206,0.096
17.58751692,0.106
3.01609637,0.7
11.34436822,1.183
1.576341127,0.01
18.47762694,0.712
58.36205791,0.402
5.350156114,0.008
21.9424316,0.413
6.38899658,0.876
14.62709685,0.945
35.1184432,0.958
8.00579096,0.092
4.26374378,0.368
330.025002,0.68
84.6877524,0.017
2.340523247,0.725
25.85499978,0.265
10.68758211,0.818
20.30303506,0.793
39.0930875,0.862
12.56096618,0.022
30.8261043,0.943
3.696121272,0.016
3.42806306,0.082
13.24931848,0.62
22.4098677,0.869
363.706662,0.9315
9.391039263,0.964
18.00932214,0.55
22.18431824,0.032
77.4794704,0.019
0.80489537,0.537
5.28691996,0.705
6.51003001,0.023
35.18105723,0.772
11.75560012,1.228
17.79421914,1.242
6.12601169,0.422
29.02235217,0.902
3.383540239,0.63
2.358952404,0.385
20.72904234,0.559
1.632916419,0.136
11.1438086,0.629
7.216951388,1.283
15.85238672,1.262
4.147021189,0.255
15.22895514,0.777
24.67458244,0.817
32.526674,0.472
10.32906563,0.923
3.750832927,0.001
21.34736612,0.885
7.81100952,0.816
4.243748097,0.032
2.404483552,1
13.54204116,0.722
2.752359689,0.436
13.98177862,0.444
44.0003975,0.032
247.354914,0.044
462.12069,0.002
12.39894005,0.975
207.5829306,0.84
7.26731094,0.043
13.3430025,0.517
3.886795001,0.119
20.35509657,0.503
5.92240377,0.949
166.7876551,0.041
77.6114427,0.094
18.20795835,0.64
49.537365,0.435
12.70636123,0.793
10.94577783,0.819
28.9869016,0.842
94.886902,0.982
5.03505665,0.911
24.7222403,0.106
11.90352088,0.421
9.286964466,0.004
34.0350605,0.474
12.75934489,0.657
5.433132902,0.72
0.967427812,1.248
10.64021008,0.77
4.93883135,0.633
5.996533443,0.51
2.06190864,0.537
20.13490007,0.798
24.0721647,0.949
88.2553729,0.886
19.19310355,0.98
22.41831984,0.8
20.13147772,1.279
6.010383339,0.436
80.881757,0.335
1.334101467,0.153
9.250572762,1.234
8.1808949,0.521
15.31296388,0.607
18.42794957,0.727
7.30497811,0.932
5.115750935,1.475
1.213745575,1.246
7.189379172,0.908
1.423799421,0.501
14.78767172,0.021
4.16536757,0.348
14.48584765,0.93
40.6992062,0.854
4.532402495,0.99
25.273355,1.208
15.45805668,0.05
562.1725914,0.7801
278.1243979,0.871
4.034914368,0.965
3.173914037,0.819
379.11996,0.483
52.51354873,0.679
4.17838675,0.617
9.84824649,0.55
19.7243672,0.898
51.75530504,0.638
16.2982201,0.698
7.38443269,0.594
7.06115081,2.824
2190.701035,0.2597
7.23858162,0.147
161.4746786,0.746
1.891268461,0.183
6.277827312,0.95
16.71987303,0.437
12.01166109,1.024
3.275821982,0.746
15.87360981,0.395
12.3860474,0.538
1.360834768,1.008
29.66631669,0.019
16.2254975,0.273
1.260258822,0.791
3.29534567,0.729
5.25449393,0.837
5.924993927,0.848
11.34934848,0.398
26.94927489,0.438
23.6421965,0.022
67.0930642,0.822
17.97979816,0.069
30.99664113,0.791
2.462344253,0.051
4.822969318,0.891
28.7796446,0.886
15.66057688,0.244
17.42115972,0.651
3.13295351,0.135
18.64349986,0.774
93.803766,0.63
24.5434566,0.042
51.07926451,0.017
70.2780911,0.07
9.9664004,0.966
14.85185526,0.815
4.350413063,0.549
1.376384817,0.558
45.97786182,0.367
29.90721859,0.022
7.03380109,0.861
56.391062,0.92
3.032147946,0.836
15.96532718,0.674
12.71871149,1.588
22.34213536,0.973
18.79418506,0.356
6.73893544,0.043
14.49839316,0.91
10.3392408,0.15
8.50339249,0.825
23.7832097,0.01
3.041547148,1.233
5.16949729,0.235
10.47490332,0.972
5.41460536,1.29
30.86436512,0.851
9.36059705,0.802
14.6672293,0.596
68.1609897,0.459
13.28689997,0.017
1.287076693,0.003
61.858947,0.621
17.6717714,0.86
23.35534139,0.842
23.44970494,0.193
1.73513619,0.045
11.95474513,0.601
42.55930625,0.927
16.08065726,0.051
18.16407304,0.021
7.334073405,0.559
5.71489692,0.011
122.3858681,0.101
1.274840187,1.198
179.609803,0.711
1.368617188,0.464
1.125963085,0.596
8.59481851,0.617
10.22215697,0.911
25.6721559,0.867
151.8851881,0.788
1.065731229,1.277
18.39629744,0.872
1.012672041,0.957
28.71421614,0.919
21.77568158,0.025
41.0283424,0.011
0.83442282,0.163
1.906633332,0.98
4.069425638,0.102
4.06844957,0.55
16.28247625,0.382
3.162692075,0.716
31.7848157,0.015
13.17555999,0.013
5.66815821,0.177
17.40665216,0.022
3.07365139,0.034
6.41496453,1.187
5.370639542,0.667
11.32977062,0.036
23.20579353,0.059
6.07972016,0.471
275.07365,0.595
14.40090414,0.872
7.69363627,0.366
21.3851584,0.518
5.37493289,0.228
8.58600968,0.728
4.50158249,0.016
3.88688862,0.035
2.192009479,1.248
8.254912972,0.532
2.628117322,0.612
5.06546874,0.477
3.170626881,0.847
5.89399142,0.867
25.6613816,0.864
10.21418792,0.016
2.755637216,0.717
36.2671673,0.214
14.91095177,0.014
20.30652862,0.714
44.6996563,0.472
3.619309734,0.116
124.5245224,0.004
7.6720844,0.523
2.178150857,0.58
2.178150567,1.228
25.33709016,0.824
4.396999852,0.987
14.28228147,0.019
3.251659087,0.938
1.16015259,0.748
3.743166733,0.008
13.13747785,0.8
7.78199862,0.816
23.4433748,0.924
5.868066282,0.801
1.61189046,0.782
9.940666412,0.02
4.182001885,0.015
66.47762,0.384
1.621668852,1.194
26.89316101,0.98
14.70749512,0.127
20.73989406,0.777
47.4277116,0.678
5.07442951,0.53
12.87471243,0.932
176.2432946,1.271
3.07155284,0.855
22.24814617,0.868
0.702739679,0.742
4.305219002,0.626
13.77971135,0.201
2.508057497,0.742
5.07437786,1.21
0.900375925,0.093
4.585466941,0.823
22.71443351,0.816
47.903427,0.918
9.034190783,0.846
1.433339604,0.902
37.86511904,1.28
9.07098164,0.013
2.879243323,0.709
45.15535633,0.063
9.48965527,0.795
4.22865217,0.009
2.85889907,0.936
7.46662068,0.255
16.25951967,0.374
11.1317901,0.342
28.1224393,0.516
11.42755098,0.608
0.983304511,0.477
45.9029768,0.303
4.159816554,0.676
5.69059163,0.573
4.885488596,0.361
130.1780296,0.022
85.3162004,0.972
17.76199841,0.907
155.042265,0.824
10.34973276,0.905
16.08786246,0.824
41.74938613,0.226
4.41746257,0.085
8.981014925,0.097
16.33888067,0.256
39.1307086,0.013
10.04157214,0.768
18.36974658,0.947
13.72462702,0.748
46.40626,0.018
80.84069,0.003
15.67750191,0.911
5.59931543,0.914
25.2100146,0.771
17.79001678,0.182
49.5674085,0.866
6.790120801,0.486
1.655467295,0.001
7.972510087,0.739
2.453236139,0.496
11.9710626,0.999
6.0404622,0.508
4.13852825,0.185
3.936993144,0.801
28.08185982,0.425
23.66834635,0.758
10.08881066,0.921
60.458443,0.451
6.97106919,0.044
1.311842968,0.121
38.13853099,1.231
14.58649856,0.665
8.0292018,0.51
1.05569286,0.131
7.75192755,0.546
31.80475991,0.87
16.2580276,0.131
8.600153929,0.296
3.719809197,1.279
1.612249049,1.171
44.25817308,0.815
3.05933906,1.259
0.624677585,0.522
0.759763198,0.571
372.37369,0.3052
126.55719,0.965
12.43519054,0.321
20.0983676,0.02
85.112898,0.033
2.41750021,0.895
4.03357434,0.855
0.504426087,1.321
7.66462913,0.216
9.6887216,0.118
19.597317,0.87
13.06243545,0.128
0.793663156,0.4
2.81401302,0.567
3.74031708,0.277
205.30627,0.1543
0.978046982,1.227
1.332566763,0.474
1.89131005,1.035
0.692978457,0.938
87.140633,0.537
185.53285,1.2682
0.885131111,0.715
1.85447373,0.514
0.487656278,0.037
0.502622858,0.693
31.8055128,0.476
3.25424652,0.665
3.50472344,0.309
124.827797,0.096
11.9294568,0.3789
0.786260569,1.226
0.597934463,1.224
360.76458,1.7475
2.15292788,0.45
2.61585431,0.577
9.54699216,0.879
14.708641,0.96
31.3351094,0.706
1.061002863,0.337
363.35755,0.0406
0.924821319,0.401
4.4697452,0.982
214.881456,0.023
122.906853,0.974
12.42221675,0.056
4.85018974,0.985
383.43595,0.025
3.82315697,0.064
0.842336445,0.266
339.4293408,0.537
13.6032081,0.777
0.914468919,1.271
1.54039744,0.723
8.45805119,0.697
101.1107014,0.046
0.907943645,1.356
94.446856,0.977
0.92565941,0.042
9.84262076,0.234
2.99194823,0.71
62.3026877,0.712
72.3826983,0.791
360.33012,0.3698
0.566803149,0.822
15.3466028,0.591
7.23531329,0.326
0.531106622,0.94
1.332547503,0.746
225.585245,0.066
24.4972683,0.817
4.20253859,0.937
0.535578808,1.225
0.89486317,0.65
64.1862264,0.968
4.62602867,0.739
8.93484887,0.888
368.71479,1.9265
4.93211932,0.034
4.85819429,0.086
119.0192648,0.79
8.40693068,0.015
3.39904814,0.596
0.974479091,0.224
3.57017774,0.094
1.10601182,0.532
6.873655305,0.08
0.626281766,0.553
1.183505016,0.403
2.790643481,0.787
0.971915957,0.592
3.03196812,0.287
1.2940561,0.394
0.53936593,0.988
15.9042402,0.876
0.735146413,1.192
0.827351796,0.544
4.16288745,0.4265
0.618952198,1.282
1.31723412,1.07
4.44902309,0.034
1.121733366,0.464
4.95060632,0.458
379.08202,1.181
366.31509,0.4314
0.536544193,0.267
1.005205893,0.137
43.796785,1.187
0.952371227,1.2
1.089088292,0.291
1.1518407,0.537
7.7553808,1.235
0.730949487,0.86
3.95116635,0.374
2.89223998,0.017
0.991552822,1.158
1.89124187,0.198
184.77271,0.04
392.49728,0.1658
363.41165,0.3923
59.284064,0.556
6.96704926,0.906
8.8109721,1.227
168.81133,0.083
67.968656,0.317
215.956008,0.959
2.15681538,0.615
0.708563091,1.196
2.00870696,0.194
366.24282,0.235
1.33256418,0.559
0.655939788,0.301
12.4258833,0.982
1.387838134,0.38
0.678349364,1.187
1.022028468,1.247
0.72359699,0.608
1.6156052,1.149
1.8913182,0.439
2.43585046,0.471
1.33255441,0.649
359.1015,0.317
0.941840589,1.198
1.728521892,0.719
1.89125855,0.677
8.65312868,1.185
30.0899459,0.907
1.39862757,0.617
9.91937693,0.163
0.918510251,0.622
9.47850818,0.112
0.783258387,0.2514
4.24263096,0.201
1.231363214,0.969
0.755101928,0.464
4.56447463,0.508
1.027904857,1.261
367.95566,0.957
163.692336,0.028
1.106529843,0.974
111.741576,0.057
110.461746,0.036
198.088873,0.633
1.08193721,0.168
44.6226725,0.931
2.43142974,0.2234
1.41975831,0.644
169.135056,0.754
0.73095491,0.415
3.951383138,1.217
6.84978728,0.954
80.769893,0.158
1.111362442,0.715
28.9060526,0.863
8.10503551,0.353
8.82715783,0.249
143.196381,1.017
9.089151782,0.043
1.87886973,0.657
0.979161676,0.634
225.26213,0.349
0.855922327,0.009
25.9528725,0.741
2.31482311,0.067
0.952374508,0.013
0.936751792,0.991
393.34331,0.2607
0.621361411,0.017
250.2376074,0.537
10.778313,0.591
0.594310785,0.161
27.2106807,0.973
4.31978105,0.7702
4.32710895,1.158
14.2651545,0.353
5.04404366,0.08
11.17931581,0.381
1.284991846,0.485
1.166960319,0.033
324.18028,0.733
0.530959357,0.348
0.701944362,0.07
3.05772668,0.007
9.9092109,0.755
0.996864568,0.644
0.673684895,0.547
56.644452,0.579
1.710319812,0.559
5.62978034,0.08
1.050852976,1.111
6.39269778,0.011
1.540398683,0.47
3.0570982,0.104
365.25921,0.0035
7.87845756,0.562
372.72688,0.9082
9.9398272,1.973
0.866346,0.409
0.885129679,0.651
56.898749,0.4491
0.438153876,1.124
398.40957,0.1165
0.696286519,0.985
5.79179934,0.896
129.945392,0.909
27.9040511,0.854
1.39772545,0.644
12.4246697,1.9583
383.00806,0.0358
0.847588864,0.507
331.81534,0.1599
1.75649346,0.242
0.644322147,1.3275
1.8912501,1.24
17.8075656,0.474
0.996023763,1.147
36.616669,0.3646
333.03842,0.2184
3.75030469,0.77
0.259819659,0.972
0.566795467,0.504
4.72693131,0.065
10.0989634,0.529
3.67515329,0.73
0.715825886,0.099
26.5487294,0.21
0.492291661,0.957
1.6911935,0.903
2.42803503,0.057
372.94844,0.4268
0.787120016,1.263
13.12297275,0.885
6.28384079,0.101
21.131609,0.0731
81.675841,0.3455
28.5463574,0.2411
22.7909233,0.871
72.563291,0.4863
174.510276,0.024
0.681180633,0.31
15.705388,0.6449
7.65270746,0.97
2.27164952,0.01
3.84835742,0.671
369.13236,0.0824
1.0388961,1.7017
293.76887,0.753
1.87885327,0.513
0.785473311,0.389
5.2438982,0.644
9.08745206,0.341
441.877824,1.5335
2.9761504,0.064
64.0019669,0.701
4.83809469,0.014
361.91436,0.6901
9.3281912,0.044
106.957467,0.705
0.629001455,0.365
2.71603664,0.44
75.8781344,0.705
374.59003,0.0624
147.661729,0.002
13.00291716,0.701
319.30633,0.092
42.0292298,0.015
1.75254087,0.5574
0.505111993,0.841
3.38557445,0.129
2.754024,0.7277
1.975208831,0.559
0.960843605,1.143
4.206109,0.607
13.3997555,0.375
2.49385348,0.331
5.93725628,0.351
18.22211768,0.973
4.56383697,0.365
16.5340022,0.525
55.119831,0.6049
25.6416117,0.5744
1.33258455,1.141
350.81029,0.3892
0.341842017,0.957
13.9482197,0.197
5.67577999,0.91
0.570953851,0.059
49.564693,0.685
4.29258258,0.339
0.960842633,1.341
14.5893928,0.537
5.49548533,0.202
2.89494709,0.191
0.980505042,1.206
20.4853893,0.834
3.58273837,0.143
15.604841,0.715
75.681309,0.6194
62.060783,0.928
170.995748,0.839
12.4252735,0.171
39.2820405,1.241
361.5456125,0.537
19.5650801,0.025
355.79978,0.4433
410.99389,0.3421
2.17823752,0.037
1.404674486,0.8171
24.9097436,0.5729
12.3101351,0.783
2.61576515,0.25
409.2452,0.0176
6.94245216,0.485
5.53312006,0.299
200.721168,0.234
9.4061364,0.397
0.935086665,0.4742
1.489457454,0.171
1.181165291,0.632
66.373298,0.021
13.61165024,0.112
17.7189786,0.05
6.24564633,0.594
0.945829261,0.326
0.973160836,0.034
4.05943749,0.914
7.03965141,0.778
4.72519164,0.6
6.39903778,0.241
66.6434565,0.985
0.739761008,1.2359
0.950735805,0.57
369.819993,0.9179
2.17815935,0.503
160.850075,0.769
0.720460644,1.272
3.7948721,1.168
122.0804953,0.957
6.2614227,0.069
14.7510068,0.75
3.70386741,0.033
0.638437699,0.904
1.8912851,1.216
19.8751355,0.919
343.42046,0.3519
3.47148164,0.719
5.94373492,0.197
244.60373,0.2652
85.7567919,0.713
2.18660188,0.828
7.2929891,0.022
3.1339356,0.768
2.55315031,0.32
2.936587946,0.863
145.786556,0.133
1.33254212,0.662
10.7769944,0.069
2.5093344,0.019
0.918921494,0.011
7.84931877,0.107
67.7125988,1.8756
12.4285576,0.892
1.275511306,0.011
8.4805019,0.972
24.5607107,0.374
2.94648935,0.01
1.227986164,0.477
2.11548883,0.505
2.17815196,0.32
342.315407,0.1974
1.089077224,0.206
1.288066288,1.378
24.6683831,0.751
2.31894284,0.72
6.98472143,0.451
349.41047,0.2791
0.562563871,0.36
0.93373458,0.574
1.33251948,0.402
168.84663,0.1251
14.8162925,0.857
160.4122022,0.903
3.98167088,0.2076
4.34195312,0.118
122.358116,0.255
7.298142,0.411
18.5010898,0.719
7.016016,0.89
0.569961046,0.343
42.068554,0.022
1.121634781,0.409
1.33256979,0.207
0.536650896,1.175
397.73699,0.883
6.23968392,0.679
3.60082855,0.395
15.5714121,0.312
3.59645081,0.781
20.6579443,0.188
0.760941405,0.26
137.665706,0.041
370.90237,0.0566
321.55087,0.1608
1.54038914,0.043
71.76236302,0.052
16.3368863,0.066
1.63668262,1.22
11.615625,0.977
110.978266,0.074
0.952378454,0.996
6.08003714,0.254
3.035206175,0.965
2.21316437,0.672
173.2578372,1.9038
0.530967987,0.093
6.30558387,0.601
41.6757509,0.256
8.4803326,0.556
0.609926502,0.24
0.750744255,1.154
0.991659646,0.765
49.4746966,0.491
118.609553,0.993
1.62888267,0.147
0.616386349,0.226
1.920062587,0.387
88.91323139,0.537
7.07162308,0.331
6.96352699,0.09
64.2729088,0.908
3.4327371,0.703
13.8452726,0.566
0.566801617,0.565
0.909127736,0.098
371.63327,0.8185
1.450889836,0.333
5.72716067,0.447
407.59415,0.0274
10.30148508,0.445
17.8007815,0.928
358.101884,0.5804
1.717859841,0.35
46.0771501,0.537
42.62423329,0.537
0.447861451,0.427
7.3422467,0.253
8.1134681,0.454
3.036208739,0.111
18.0541469,0.175
5.4675514,0.27
1.01530474,1.245
94.180473,0.955
1.538185321,0.7
1.332567643,0.642
1.089076495,0.597
1.662710314,0.577
0.888478095,0.452
2.18242002,0.721
0.503999678,0.962
2.66588544,0.276
309.25581,0.2875
2.44232399,0.303
7.61758198,0.234
41.477908,0.5122
42.1003351,0.88
2.20923119,0.11
260.54832,0.378
370.47678,0.5386
5.88350251,0.362
0.662457501,1.024
1.33258458,0.422
1.182862515,0.284
0.539915033,0.291
372.54353,1.7826
2.20829637,0.205
0.849906734,0.64
26.6565737,0.686
4.4408541,0.005
373.72257,1.5922
8.18504859,0.601
10.78438513,1.18
10.42317343,0.811
0.566804221,0.536
2.022658,0.419
316.57747,0.2569
1.8679943,0.173
8.9172863,0.062
0.519437968,1.172
1.33807075,0.003
1.105095798,0.295
245.01902,0.3471
10.2239787,0.439
56.4148314,0.908
2.18079098,0.74
20.9254083,0.201
13.0600399,0.495
0.641069613,0.061
2.2430415,0.147
1.21475168,0.461
17.3731821,0.227
1.97507424,0.152
27.4784659,0.008
244.86662,0.3872
1.30627214,0.57
62.366706,0.1725
0.933732791,0.022
53.106597,0.5182
360.15417,0.2583
3.3879165,0.117
1.42856815,0.3097
381.850599,0.4148
10.81315417,0.804
359.08368,1.262
58.7488629,0.186
3.74784374,0.093
64.740274,0.74
5.38299284,0.417
1.71028117,0.372
2.0481582,0.179
140.251943,0.323
14.7179342,0.704
0.570828503,0.609
134.4665,0.2848
0.909314811,0.722
207.24785,0.21
186.55347,0.2803
5.99078221,0.944
14.0801852,0.308
2.440839436,1.253
19.2527652,0.028
3.28931936,1.422
1.08195208,0.257
0.512583041,0.116
2.29794819,0.108
368.11581,0.0125
368.52466,0.5045
4.54586982,0.563
3.48754109,0.32
0.542498653,0.3422
8.0772455,0.984
364.08733,0.1702
21.5819776,0.036
5.75651958,0.247
91.95723,0.015
7.51731745,0.256
3.08723626,0.2516
0.592562969,1.252
44.6966177,0.373
8.5275894,0.311
3.07714195,0.983
3.83488354,0.242
5.81289843,0.499
6.44173995,0.3252
0.631106722,0.194
176.17377,0.2545
114.336052,0.529
0.63938062,1.377
8.8233996,0.022
0.566801045,0.628
0.992799002,1.3295
1.5184181,0.561
0.96807117,0.53
3.55661906,0.384
40.0691482,1.125
11.6933447,0.353
0.56256804,0.692
8.79991878,1.6053
4.02745396,0.304
4.96061094,0.058
349.03703,0.1215
177.8135,0.2043
1.4733245,0.197
101.952048,0.084
2.41795911,0.145
183.854867,0.4202
5.93218209,0.097
96.384483,0.095
6.05552018,0.19
12.4418003,0.043
54.333582,0.823
4.11754421,0.312
293.60581,0.0927
2.78801663,0.796
3.94660745,0.278
4.99473798,0.46
122.749053,0.997
4.37992345,0.728
368.48518,0.5758
169.894419,0.3241
26.190289,0.109
203.511886,0.3979
3.70858595,0.115
9.4527721,0.746
4.3638313,0.39
6.18943952,0.334
6.83006228,0.006
17.1622587,1.201
5.19898615,0.428
8.70179611,0.045
14.74426,1.063
0.933747395,0.541
14.1166583,1.9614
35.0175053,0.809
47.3128645,0.967
29.6990126,0.3636
6.1082945,0.63
119.72007,0.025
1.27839331,0.201
7.545922037,0.625
0.58675746,1.183
22.599501,0.12
373.74856,0.9735
20.8822079,0.1364
7.28171395,0.956
8.0386699,0.399
44.9851885,0.664
6.67410577,0.927
374.92478,0.348
5.89089509,0.282
4.13029832,0.041
